session,session_date,bar,enter_price,action,take_profit,start_index,end_index,entry_index,start_time,end_time,entry_time,length,tp_hit,tp_hit_index,tp_hit_time,exit_price,exit_time,exit_reason,profit,loss,max_drawdown_ticks,max_drawdown_price,max_drawdown_index,max_drawdown_time
eth_full,2025-02-25,green,2969.5,short,2968.5,0,3,4,2025-02-24 18:00:00-05:00,2025-02-24 18:03:00-05:00,2025-02-24 18:04:00-05:00,4,1,8.0,2025-02-24 18:08:00-05:00,2968.5,2025-02-24 18:08:00-05:00,take_profit,100.0,0.0,80.00000000001819,2970.3,4,2025-02-24 18:04:00-05:00
eth_full,2025-02-26,red,2929.4,long,2929.9,1,2,3,2025-02-25 18:01:00-05:00,2025-02-25 18:02:00-05:00,2025-02-25 18:03:00-05:00,2,1,4.0,2025-02-25 18:04:00-05:00,2929.9,2025-02-25 18:04:00-05:00,take_profit,50.0,0.0,50.0,2928.9,3,2025-02-25 18:03:00-05:00
eth_full,2025-02-27,red,2931.4,long,2932.3,1,5,6,2025-02-26 18:01:00-05:00,2025-02-26 18:05:00-05:00,2025-02-26 18:06:00-05:00,5,1,14.0,2025-02-26 18:14:00-05:00,2932.3,2025-02-26 18:14:00-05:00,take_profit,90.0000000000091,0.0,50.0,2930.9,8,2025-02-26 18:08:00-05:00
eth_full,2025-02-28,red,2886.7,long,2889.0,0,3,4,2025-02-27 18:00:00-05:00,2025-02-27 18:03:00-05:00,2025-02-27 18:04:00-05:00,4,1,83.0,2025-02-27 19:23:00-05:00,2889.0,2025-02-27 19:23:00-05:00,take_profit,230.0000000000182,0.0,189.99999999996362,2884.8,30,2025-02-27 18:30:00-05:00
eth_full,2025-03-03,green,2884.3,short,2872.0,0,3,4,2025-03-02 18:00:00-05:00,2025-03-02 18:03:00-05:00,2025-03-02 18:04:00-05:00,4,1,253.0,2025-03-02 22:13:00-05:00,2872.0,2025-03-02 22:13:00-05:00,take_profit,1230.0000000000182,0.0,419.9999999999818,2888.5,10,2025-03-02 18:10:00-05:00
eth_full,2025-03-04,red,2903.8,long,2904.2,0,1,2,2025-03-03 18:00:00-05:00,2025-03-03 18:01:00-05:00,2025-03-03 18:02:00-05:00,2,1,5.0,2025-03-03 18:05:00-05:00,2904.2,2025-03-03 18:05:00-05:00,take_profit,39.99999999996362,0.0,70.00000000002728,2903.1,2,2025-03-03 18:02:00-05:00
eth_full,2025-03-05,red,2929.0,long,2929.3,1,3,4,2025-03-04 18:01:00-05:00,2025-03-04 18:03:00-05:00,2025-03-04 18:04:00-05:00,3,1,419.0,2025-03-05 00:59:00-05:00,2929.3,2025-03-05 00:59:00-05:00,take_profit,30.00000000001819,0.0,1650.0,2912.5,216,2025-03-04 21:36:00-05:00
eth_full,2025-03-06,red,2929.2,long,2929.7,1,2,3,2025-03-05 18:01:00-05:00,2025-03-05 18:02:00-05:00,2025-03-05 18:03:00-05:00,2,1,4.0,2025-03-05 18:04:00-05:00,2929.7,2025-03-05 18:04:00-05:00,take_profit,50.0,0.0,89.99999999996362,2928.3,3,2025-03-05 18:03:00-05:00
eth_full,2025-03-07,green,2920.3,short,2919.2,0,2,3,2025-03-06 18:00:00-05:00,2025-03-06 18:02:00-05:00,2025-03-06 18:03:00-05:00,3,1,8.0,2025-03-06 18:08:00-05:00,2919.2,2025-03-06 18:08:00-05:00,take_profit,110.00000000003638,0.0,29.999999999972715,2920.6,3,2025-03-06 18:03:00-05:00
eth_full,2025-03-10,green,2921.7,short,2918.5,2,6,7,2025-03-09 18:02:00-04:00,2025-03-09 18:06:00-04:00,2025-03-09 18:07:00-04:00,5,1,15.0,2025-03-09 18:15:00-04:00,2918.5,2025-03-09 18:15:00-04:00,take_profit,319.9999999999818,0.0,160.00000000003638,2923.3,12,2025-03-09 18:12:00-04:00
